accession,GO
Q12792,GO:0015629; GO:0005884; GO:0005911; GO:0005737; GO:0005829; GO:0030175; GO:0005925; GO:0030016; GO:0048471; GO:0032587; GO:0003779; GO:0051015; GO:0003785; GO:0005524; GO:0045296; GO:0005546; GO:0030042; GO:0051016; GO:0030837; GO:0010613; GO:0010976; GO:0043538; GO:0010591; GO:0042989
Q5R7N2,GO:0005737; GO:0005856; GO:0003779; GO:0030837
Q5ZM35,GO:0005884; GO:0005737; GO:0030016; GO:0048471; GO:0051015; GO:0003785; GO:0030042; GO:0051016; GO:0010976; GO:0010591; GO:0042989
Q98T89,GO:0005615; GO:0030510
Q9GZX9,GO:0005615; GO:0008201; GO:0050431; GO:0030509; GO:0043010; GO:0002062; GO:0030900; GO:0030097; GO:0001707; GO:0030514; GO:2000515; GO:2000562; GO:0001818; GO:0045668; GO:0001503; GO:0030513; GO:0010862; GO:0030510; GO:0007435; GO:0007179
O14907,GO:0015629; GO:0005737; GO:0005829; GO:0070062; GO:0001650; GO:0043231; GO:0005886; GO:0008013; GO:0008022; GO:0090630; GO:0008285; GO:2000009; GO:0030178; GO:0007266; GO:0016055
Q5BJW3,GO:0030134; GO:0030176; GO:0030173; GO:0097020; GO:0006888; GO:0043065
Q86TV6,GO:0005829; GO:0005886; GO:0046854; GO:0072659
P30623,GO:0005576; GO:0005179; GO:0070324; GO:0042572; GO:0070327
Q0VC71,GO:0036064; GO:0005929; GO:0005737; GO:0005576; GO:0005874; GO:0031514; GO:0005524; GO:0046872; GO:0015631; GO:0070740; GO:0021702; GO:0002395; GO:0000226; GO:0120197; GO:0018095; GO:0120222; GO:0007288
O95922,GO:0036064; GO:0005929; GO:0005737; GO:0005576; GO:0005874; GO:0031514; GO:0005524; GO:0046872; GO:0015631; GO:0070740; GO:0021702; GO:0002395; GO:0000226; GO:0120197; GO:0018095; GO:0120222; GO:0007288
Q5PPI9,GO:0036064; GO:0005929; GO:0005737; GO:0005576; GO:0005874; GO:0031514; GO:0005524; GO:0046872; GO:0015631; GO:0070740; GO:0035082; GO:0021702; GO:0003351; GO:0030317; GO:0002395; GO:0000226; GO:0120197; GO:0018095; GO:0120222; GO:0007288
P38584,GO:0005829; GO:0005876; GO:0005524; GO:0004835; GO:0000226
Q8NG68,GO:0005876; GO:0005524; GO:0004835; GO:0000226; GO:0045931; GO:0043687; GO:0030516; GO:0090235
P38160,GO:0005876; GO:0005524; GO:0004835; GO:0000226
Q9JIL5,GO:0005737; GO:0016567
Q8BTV1,GO:0016021; GO:0005739; GO:0008250; GO:0015095; GO:0062062; GO:0050890; GO:0015693; GO:0018279
Q9NX07,GO:0005737; GO:0005634; GO:0003723; GO:0000049; GO:0001514
Q6ZSZ6,GO:0000785; GO:0005634; GO:0003677; GO:0000981; GO:0046872; GO:0009952; GO:0042474; GO:0006357; GO:0060023
Q5DTH5,GO:0005634; GO:0003677; GO:0000981; GO:0046872; GO:0009952; GO:0042474; GO:0006357; GO:0060023
Q9NRE2,GO:0000785; GO:0005634; GO:0003677; GO:0000981; GO:0046872; GO:0006357
Q63HK5,GO:0000785; GO:0030426; GO:0005654; GO:0005634; GO:0005886; GO:0003682; GO:0003677; GO:0000981; GO:0046872; GO:0060291; GO:0045892; GO:0051968; GO:0002087; GO:0006357
Q569A2,GO:0005887; GO:0001525; GO:0007166; GO:0045765; GO:1900746; GO:0010842
O95857,GO:0005887; GO:0016020; GO:0005246; GO:1903169
Q9D8C2,GO:0005887; GO:0005886; GO:0005246; GO:1903169
Q5FVL6,GO:0005887; GO:0005886; GO:0005246; GO:1903169
Q8QZY6,GO:0009986; GO:0005887; GO:0005886; GO:0097197; GO:0019899; GO:0045747; GO:0072659; GO:0051604
Q58DN3,GO:0005887; GO:0072659; GO:0051604
Q96SJ8,GO:0005887
Q5RE11,GO:0016021
Q5RAP3,GO:0016021
Q17QJ5,GO:0005887; GO:0019899; GO:0045747; GO:0072659; GO:0051604
Q62283,GO:0005887
Q8BJU2,GO:0005887; GO:0016020; GO:0005886; GO:0097197
Q06AA5,GO:0005887
B3VSC2,GO:0016021
Q5RC21,GO:1902555; GO:0005794; GO:0005654; GO:0048471; GO:0046872; GO:0043565; GO:0030154; GO:0030422; GO:0007283
P79769,GO:0005737; GO:0005634; GO:0004519; GO:0003723; GO:0043565; GO:0003697; GO:0016070
P35440,GO:0062023; GO:0005576; GO:0005509; GO:0008201; GO:0007155; GO:0016525
P49746,GO:0062023; GO:0005576; GO:0048471; GO:0005509; GO:0008201; GO:0060346; GO:0007160; GO:0003417; GO:0043931
Q3SZW1,GO:0001669; GO:0031514; GO:0005524; GO:0046872; GO:0106310; GO:0004674; GO:0006468; GO:0007286
Q61241,GO:0001669; GO:0031514; GO:0005524; GO:0000287; GO:0106310; GO:0004674; GO:0044877; GO:0035556; GO:0018105; GO:0006468; GO:0007286; GO:0007283
Q9D2E1,GO:0005524; GO:0000287; GO:0106310; GO:0004674; GO:0035556; GO:0006468; GO:0048240; GO:0007283
Q8N584,GO:0060271; GO:0032474
Q6IQ55,GO:0005814; GO:0036064; GO:0035869; GO:0005737; GO:0005829; GO:0005615; GO:0005634; GO:0005524; GO:0019894; GO:0051010; GO:0004672; GO:0106310; GO:0004674; GO:0048156; GO:0050321; GO:0021681; GO:0021935; GO:0021549; GO:0060271; GO:0000226; GO:1904527; GO:0007026; GO:1902817; GO:0018105; GO:0030334; GO:0007165; GO:0007224
Q3UVR3,GO:0005814; GO:0036064; GO:0097546; GO:0035869; GO:0005737; GO:0005829; GO:0005634; GO:0005524; GO:0019894; GO:0004672; GO:0106310; GO:0004674; GO:0021681; GO:0021935; GO:0021549; GO:0060271; GO:1990403; GO:0042733; GO:0030900; GO:0000226; GO:1904527; GO:0007026; GO:1903828; GO:1902817; GO:0021915; GO:0018105; GO:1902857; GO:0008104; GO:0033365; GO:0030334; GO:0008589; GO:0007165; GO:0007224
Q96AY4,GO:0005737; GO:0005815; GO:0030496; GO:0000922; GO:0019900; GO:0007049; GO:0051301; GO:0007346
Q6P8D9,GO:0005634; GO:0005524; GO:0019788; GO:0004842; GO:0036211; GO:0045116
Q9DDJ0,GO:0005634; GO:0005524; GO:0061656; GO:0007049; GO:0051301; GO:0007059; GO:0060216; GO:0036306; GO:0001947; GO:0016925
Q28CQ4,GO:0005634; GO:0005524; GO:0061656; GO:0007049; GO:0051301; GO:0007059; GO:0016925
Q5ZJJ8,GO:0005730; GO:0005654; GO:0005634; GO:0017018; GO:0004722; GO:0006470
P0CG50,GO:0005737; GO:0005829; GO:0031315; GO:0043209; GO:0005654; GO:0005634; GO:0002020; GO:0031386; GO:0031625; GO:0019941; GO:0016567
P0CG68,GO:0005737; GO:0005741; GO:0005634; GO:0031386; GO:0031625; GO:0019941; GO:0016567
Q63429,GO:0005737; GO:0031315; GO:0005634; GO:0002020; GO:0031386; GO:0031625; GO:0019941; GO:0016567; GO:0006511
Q9Z255,GO:0000785; GO:0033503; GO:0001741; GO:0005524; GO:0061631; GO:0031625; GO:0004842; GO:0001835; GO:0006281; GO:0033522; GO:0016574; GO:0001701; GO:0060135; GO:0008284; GO:0043161; GO:0051865; GO:0070979; GO:0070936; GO:0000209; GO:0016567; GO:0009411
P63149,GO:0000785; GO:0005737; GO:0033503; GO:0005634; GO:0005886; GO:0005657; GO:0001741; GO:0005524; GO:0061631; GO:0031625; GO:0004842; GO:0006974; GO:0032869; GO:0051026; GO:0006281; GO:0033522; GO:0070076; GO:0016574; GO:0001701; GO:0045141; GO:0043066; GO:0043951; GO:0033128; GO:0090263; GO:0010845; GO:0006301; GO:0043161; GO:0051865; GO:0070979; GO:0070936; GO:0070534; GO:0006513; GO:0000209; GO:0050821; GO:0016567; GO:0031056; GO:0001666; GO:0009411; GO:0009410; GO:0007288; GO:0007283; GO:0070193; GO:0006511
Q32PA5,GO:0005680; GO:0005634; GO:0005524; GO:0061631; GO:0004842; GO:0031145; GO:0051301; GO:0010458; GO:0010994; GO:0070979; GO:0070936; GO:0000209; GO:0030071; GO:0006511
Q4R9D1,GO:0005680; GO:0005524; GO:0061631; GO:0004842; GO:0031145; GO:0051301; GO:0010458; GO:0010994; GO:0070979; GO:0070936; GO:0006511
Q5ZKX6,GO:0005634; GO:0005524; GO:0061654; GO:0019788; GO:0045116
P62257,GO:0005634; GO:0005524; GO:0061631; GO:0004842; GO:0043161; GO:0070979; GO:0070936; GO:0000209; GO:0006511
P61087,GO:0005737; GO:0032433; GO:0005634; GO:0005524; GO:0061631; GO:0031625; GO:0004842; GO:0034450; GO:0035458; GO:0010994; GO:0070059; GO:0010800; GO:1903265; GO:0060340; GO:0043161; GO:0070936; GO:0000209; GO:0032434
Q5R7J6,GO:0035370; GO:0000151; GO:0005524; GO:0061631; GO:0004842; GO:0006281; GO:0070534
Q28F89,GO:0005680; GO:0005634; GO:0005524; GO:0061631; GO:0031145; GO:0051301; GO:0010458; GO:0010994; GO:1904668; GO:0070979; GO:0000209; GO:0006511
B5DEI4,GO:0005634; GO:0005524; GO:0061631; GO:0004842; GO:0071218; GO:0006281; GO:0043161; GO:0006513; GO:0000209; GO:0006515
Q3UE37,GO:0005829; GO:0005654; GO:0005634; GO:0005524; GO:0004869; GO:0061631; GO:0006915; GO:0043066; GO:0043065; GO:0006511
Q3B7D1,GO:0005737; GO:0005634; GO:0005524; GO:0004869; GO:0061631; GO:0006915; GO:0043066; GO:0043065; GO:0006511
Q66KB0,GO:0005737; GO:0005634; GO:0005524; GO:0004869; GO:0061631; GO:0006915; GO:0043066
Q05086,GO:0005829; GO:0005634; GO:0000502; GO:0046872; GO:0003713; GO:0061630; GO:0004842; GO:0030521; GO:0007420; GO:1990416; GO:0035641; GO:0061743; GO:0061002; GO:0001541; GO:1905528; GO:0014068; GO:0031398; GO:0045944; GO:0050847; GO:0060736; GO:0051865; GO:0070936; GO:0000209; GO:0006508; GO:0042752; GO:2000058; GO:0042220; GO:0042542; GO:0032570; GO:0048511; GO:0035037; GO:0006511
Q08CZ0,GO:0061630; GO:0000209; GO:0006511
Q15386,GO:0000502; GO:0061630; GO:0035519; GO:0070936; GO:0000209; GO:0006511
Q5R9G3,GO:0005737; GO:0000151; GO:0034450; GO:0030433
O95155,GO:0005737; GO:0005634; GO:0000151; GO:0019899; GO:0034450; GO:0008626; GO:0043161; GO:0000209; GO:0009411; GO:0030433; GO:0006511
Q9ES00,GO:0005737; GO:0005634; GO:0000151; GO:0005524; GO:0051117; GO:0019899; GO:0061630; GO:0034450; GO:0051082; GO:0008626; GO:0031175; GO:0043161; GO:0051865; GO:0030163; GO:0006457; GO:0006513; GO:0000209; GO:0016567; GO:0034976; GO:0009411; GO:0030433; GO:0006511; GO:0003222
P17480,GO:0001650; GO:0005730; GO:0005654; GO:0005634; GO:0003682; GO:0003723; GO:0001165; GO:0001164; GO:0001181; GO:0097110; GO:0045943; GO:0006360; GO:0006361
O14562,GO:0045296; GO:0003723
Q5ZKS8,GO:0005783; GO:0005789; GO:0030173; GO:0005739; GO:0016209; GO:0004659; GO:0072359; GO:0001885; GO:0009234; GO:0006744; GO:0032194; GO:0042371
O95881,GO:0005783; GO:0005788; GO:0019153; GO:0015035; GO:0060548; GO:1902236
Q9CQU0,GO:0005783; GO:0005788; GO:0019153; GO:0015035; GO:0060548; GO:1902236
P40222,GO:0005737; GO:0005829; GO:0005576; GO:0016020; GO:0019905; GO:0042113; GO:0006887
Q9NUQ3,GO:0005829; GO:0031965; GO:0140297; GO:0019905; GO:0007049; GO:0030500; GO:0051726; GO:0010564
Q8BHN1,GO:0005829; GO:0031965; GO:0140297; GO:0019905; GO:0007049; GO:0030500; GO:0051726; GO:0010564
P83877,GO:0005737; GO:0005829; GO:0031965; GO:0005654; GO:0005634; GO:0005681; GO:0071005; GO:0046540; GO:0005682; GO:0007049; GO:0051301; GO:0000398
Q8BUH1,GO:0005829; GO:0005654; GO:0005634; GO:0005681; GO:0046540; GO:0005682; GO:0007049; GO:0000398; GO:0008284
O18883,GO:0005737; GO:0005815; GO:0030496; GO:0005634; GO:0006457
O14530,GO:0005813; GO:0005737; GO:0005829; GO:0030496; GO:0005634; GO:0045296; GO:0000226; GO:0006457
O43396,GO:0005737; GO:0005829; GO:0005634; GO:0000502; GO:0015036; GO:0004791
Q8CDN6,GO:0005737; GO:0005829; GO:0005634; GO:0000502; GO:0015036; GO:0004791
F1R4U0,GO:0016021; GO:0005743; GO:0005739; GO:0071913; GO:0006843; GO:0007528
P79110,GO:0016021; GO:0005743; GO:0005739; GO:0071913; GO:0006843
Q330K6,GO:0005615; GO:0016020; GO:0008083; GO:0090729
C0K3N3,GO:0005576; GO:0016020; GO:0008083; GO:0090729
P11982,GO:0030424; GO:0005737; GO:0048471; GO:0005506; GO:0004511; GO:0009072; GO:0007619; GO:0042416; GO:0007625; GO:0042136; GO:0060416; GO:0035176; GO:0071625
P26352,GO:0005737; GO:0005856; GO:0003785; GO:0007015
P62329,GO:0005737; GO:0005856; GO:0005829; GO:0005634; GO:0003785; GO:0019899; GO:0007015; GO:0007253; GO:0032717; GO:0032088; GO:1901223; GO:1903026; GO:0001649; GO:2001171; GO:0043536; GO:2001028; GO:1905273; GO:0030334; GO:0050727; GO:1901222; GO:0042989; GO:0033209
P07607,GO:0005737; GO:0005829; GO:0005743; GO:0005759; GO:0005739; GO:0005730; GO:0005634; GO:0005542; GO:1901363; GO:0003729; GO:0000900; GO:0042803; GO:1990825; GO:0004799; GO:0007568; GO:0051216; GO:0007623; GO:0048589; GO:0006231; GO:0006235; GO:0060574; GO:0097421; GO:0032259; GO:0017148; GO:0006417; GO:0034097; GO:0045471; GO:0051593; GO:0051384; GO:0046683; GO:0032570; GO:0009636; GO:0033189; GO:0009410; GO:0035999; GO:0019860
E1C7T6,GO:0016706; GO:0005506; GO:0042803; GO:0000049; GO:0102524; GO:0031591
P25490,GO:0005677; GO:0005737; GO:0031011; GO:0016363; GO:0005654; GO:0005634; GO:0031519; GO:0005667; GO:0003682; GO:0000987; GO:0003677; GO:0001228; GO:0000981; GO:0140297; GO:0001217; GO:0001227; GO:0000400; GO:0046872; GO:0003723; GO:0000978; GO:1990837; GO:0046332; GO:0000976; GO:0009952; GO:0030183; GO:0048593; GO:0048468; GO:0006974; GO:0071347; GO:0034644; GO:0006338; GO:0000724; GO:0071707; GO:0061052; GO:0010629; GO:0032688; GO:1902894; GO:0000122; GO:0045739; GO:0010628; GO:1904507; GO:0045944; GO:0045893; GO:0051726; GO:0033044; GO:0006275; GO:0060382; GO:0045995; GO:0006357; GO:0034696; GO:0010225; GO:0006403; GO:0007283; GO:0000723
O19177,GO:0005813; GO:0005737; GO:0045171; GO:0051233; GO:0000922; GO:0008289; GO:0006897; GO:0042953; GO:0000281; GO:2001287; GO:1900186; GO:0007399; GO:0061098; GO:0050896; GO:0007601
Q01081,GO:0015030; GO:0071013; GO:0016607; GO:0005654; GO:0005681; GO:0089701; GO:0046872; GO:0030628; GO:0003723; GO:0050733; GO:0006397; GO:0000398; GO:0008380
P26368,GO:0000243; GO:0016607; GO:0005654; GO:0005634; GO:0005681; GO:0071004; GO:0089701; GO:0070742; GO:0019899; GO:0008187; GO:0030628; GO:0003723; GO:0006397; GO:0000398; GO:0048025; GO:0031397; GO:0033120
P26369,GO:0000243; GO:0016607; GO:0005634; GO:0000974; GO:0005681; GO:0071004; GO:0089701; GO:0070742; GO:0019899; GO:0008187; GO:0030628; GO:0000398; GO:0048025; GO:0031397; GO:0033120; GO:0008380
Q7TP17,GO:0005737; GO:0016607; GO:0005681; GO:0089701; GO:0046872; GO:0030628; GO:0000398
A1L167,GO:0005654; GO:0005634; GO:0005886; GO:0005524; GO:0061631; GO:0000209
O75643,GO:0071013; GO:0016020; GO:0005654; GO:0005634; GO:0005681; GO:0071006; GO:0071005; GO:0046540; GO:0005682; GO:0005524; GO:0016887; GO:0004386; GO:0042802; GO:0003723; GO:0003724; GO:0000354; GO:0000398; GO:0001649; GO:0000388
Q6P4T2,GO:0071013; GO:0005654; GO:0005634; GO:0005681; GO:0071006; GO:0071005; GO:0046540; GO:0005682; GO:0005524; GO:0016887; GO:0004386; GO:0042802; GO:0003676; GO:0003724; GO:0000398; GO:0000388
Q5F3X4,GO:0005634; GO:1990904; GO:0071007; GO:0071005; GO:0046540; GO:0005525; GO:0003924; GO:0030623; GO:0000398
Q91YN5,GO:0005829; GO:0005654; GO:0005886; GO:0030246; GO:0042802; GO:0052630; GO:0003977; GO:0006048; GO:0006047
Q6GNI6,GO:0005634; GO:0004843; GO:0008270; GO:0007049; GO:0006325; GO:0016579; GO:0006511
D3ZDK2,GO:0005737; GO:0005634; GO:0032991; GO:0000151; GO:0005524; GO:0061631; GO:0061630; GO:0031625; GO:0004842; GO:1902916; GO:0031398; GO:0070936; GO:0000209; GO:0006511
P62840,GO:0005524; GO:0061631
P61078,GO:0010008; GO:0005634; GO:0005886; GO:0005524; GO:0061631; GO:0061630; GO:0004842; GO:0006915; GO:0071276; GO:0071288; GO:0006281; GO:0043161; GO:0051865; GO:0070979; GO:0070936; GO:0006513; GO:0000209; GO:0016567; GO:0006511
P51965,GO:0005829; GO:0005654; GO:0005634; GO:0000151; GO:0005524; GO:0042296; GO:0061631; GO:0004842; GO:0033523; GO:0010390; GO:0032020; GO:0070936; GO:0000209; GO:0016567; GO:0006511
Q96LR5,GO:0005634; GO:0005524; GO:0042296; GO:0061631; GO:0004842; GO:0006974; GO:0032020; GO:1900087; GO:0070979; GO:0070936; GO:0070534; GO:0000209
P52483,GO:0005737; GO:0005634; GO:0005524; GO:0061631; GO:0004842; GO:0070979; GO:0070936; GO:0070534; GO:0000209; GO:0040008
P62255,GO:0005524; GO:0061631; GO:0031625; GO:0004842; GO:0043161; GO:0070936; GO:0070534; GO:0000209; GO:0016567; GO:0006511
Q17QG5,GO:0005829; GO:0005783; GO:0005811; GO:0005524; GO:0042802; GO:0061631; GO:0004842; GO:0035458; GO:1904153; GO:0070936; GO:0000209; GO:0030433; GO:0006511
Q5RF84,GO:0005783; GO:0005811; GO:0005524; GO:0061631; GO:0004842; GO:0035458; GO:1904153; GO:0070936; GO:0030433
Q2TA03,GO:0005783; GO:0005789; GO:0016021; GO:0005634; GO:0000151; GO:0005524; GO:0061631; GO:0031625; GO:0000209; GO:0006986; GO:0030433
Q8N2K1,GO:0005829; GO:0005783; GO:0005789; GO:0016021; GO:0005634; GO:0000151; GO:0005524; GO:0061631; GO:0031625; GO:1903955; GO:0000209; GO:0006986; GO:0030433
P68037,GO:0005737; GO:0005829; GO:0005634; GO:0098793; GO:0000151; GO:0005524; GO:0003713; GO:0061631; GO:0031625; GO:0097027; GO:0004842; GO:0007420; GO:0044770; GO:0008283; GO:0071385; GO:0071383; GO:0031398; GO:0051443; GO:0070979; GO:0000209; GO:0016567; GO:0006355; GO:0006511
Q7Z7E8,GO:0005829; GO:0030175; GO:0005634; GO:0005524; GO:0061631; GO:0007566; GO:0009566; GO:0007617; GO:0070459; GO:0000209; GO:0061458; GO:0001967
Q8WVN8,GO:0005829; GO:0005634; GO:0005524; GO:0061631; GO:0004842; GO:0070936; GO:0000209
Q7YQJ9,GO:0005737; GO:0005524; GO:0061631; GO:0004842; GO:0070936
P49427,GO:0005829; GO:0016607; GO:0005654; GO:0005634; GO:0005524; GO:0061631; GO:0004842; GO:0035458; GO:0006270; GO:0000082; GO:0043951; GO:0090261; GO:0043525; GO:0043161; GO:0070936; GO:0036211; GO:0000209; GO:0016567; GO:0070848; GO:0006511
Q29503,GO:0005524; GO:0061631; GO:0004842; GO:0070936; GO:0006513
Q13404,GO:0005737; GO:0005829; GO:0070062; GO:0005654; GO:0005634; GO:0032991; GO:0035370; GO:0031371; GO:0000151; GO:0030154; GO:0043123; GO:1902533; GO:0051092; GO:1902523; GO:0045893; GO:0006301; GO:0070534; GO:0000209; GO:0006282; GO:0006355
Q5F3Z3,GO:0005634; GO:0006301; GO:0070534; GO:0000209
P22314,GO:0005737; GO:0005829; GO:0070062; GO:0005739; GO:0005654; GO:0005634; GO:0005524; GO:0003723; GO:0004839; GO:0006974; GO:0032446; GO:0016567; GO:0006511
Q8TBC4,GO:0005737; GO:0005829; GO:0005634; GO:0032991; GO:0005524; GO:0042802; GO:0019781; GO:0019788; GO:0046982; GO:0007113; GO:0043687; GO:0032446; GO:0036211; GO:0045116; GO:0006508; GO:0051726
A7MAZ3,GO:0005737; GO:0005829; GO:0005789; GO:0005794; GO:0005634; GO:0005524; GO:0042803; GO:0071566; GO:0008270; GO:0030218; GO:0030219; GO:0050905; GO:1990592; GO:0032446; GO:0071569; GO:0033146; GO:0034976; GO:0061709
Q6IVA4,GO:0005737; GO:0005829; GO:0005789; GO:0005794; GO:0005634; GO:0005524; GO:0042803; GO:0071566; GO:0008270; GO:0030218; GO:0030219; GO:1990592; GO:0032446; GO:0071569; GO:0034976; GO:0061709
Q5ZJI9,GO:0005737; GO:0000151; GO:0016567
Q5ZJQ8,GO:0005789; GO:0016021; GO:0090090; GO:0016055
Q8IYN6,
P0CG54,GO:0005741; GO:0005634
P0CG60,GO:0005741; GO:0005634
P0CG55,GO:0005741; GO:0005634
Q9NZI7,GO:0000785; GO:0005829; GO:0005654; GO:0005634; GO:0001228; GO:0000981; GO:0000978; GO:1990837; GO:0001525; GO:0032897; GO:0045944; GO:0006357
P0CG71,GO:0005737; GO:0005634; GO:0031386; GO:0031625; GO:0019941; GO:0010623; GO:0016567; GO:0006511
P59669,GO:0005737; GO:0005634
P23398,GO:0005737; GO:0005634
P62972,GO:0005737; GO:0005634
Q8SWD4,GO:0005737; GO:0005634
P62975,GO:0005737; GO:0005634
O95164,GO:0070062; GO:0005886
Q791B0,GO:0005737
Q96S82,GO:0005829; GO:0031593; GO:0033554; GO:0032268; GO:0030162; GO:0006511
Q91W67,GO:0005829; GO:0031593; GO:0006511
Q5ZJN4,GO:0005737; GO:0005829; GO:0005769; GO:0005634; GO:0004843; GO:0004197; GO:0002039; GO:0044325; GO:0006914; GO:0006974; GO:0071347; GO:0030330; GO:0006281; GO:0043124; GO:0016579; GO:0010506; GO:0006511
A5D9H7,GO:0005829; GO:0005634; GO:0004843; GO:0004197; GO:0046872; GO:0016579; GO:0006511
E1BMF7,GO:0005829; GO:0005634; GO:1904288; GO:0051087; GO:0004843; GO:0004197; GO:1990380; GO:0070628; GO:0043130; GO:0031625; GO:0008270; GO:0006914; GO:0008283; GO:1904378; GO:1904294; GO:0016579; GO:0035523; GO:0044313; GO:0070536; GO:0050821; GO:0010506; GO:0006355; GO:0006511
E1BY77,GO:0005829; GO:0005634; GO:1904288; GO:0051087; GO:0004843; GO:0004197; GO:1990380; GO:0070628; GO:0043130; GO:0031625; GO:0008270; GO:0006914; GO:0008283; GO:1904378; GO:1904294; GO:0016579; GO:0035523; GO:0044313; GO:0070536; GO:0050821; GO:0010506; GO:0006355; GO:0006511
Q92995,GO:0005829; GO:0005654; GO:0005634; GO:1904288; GO:0051087; GO:0004843; GO:0004197; GO:1990380; GO:0070628; GO:0043130; GO:0031625; GO:0044389; GO:0008270; GO:0006914; GO:0008283; GO:1904378; GO:0030318; GO:1904294; GO:0016579; GO:0035523; GO:0044313; GO:0070536; GO:0050821; GO:0010506; GO:0006355; GO:0006511
P40826,GO:0005737; GO:0005886; GO:0000502; GO:0004843; GO:0045087; GO:0043161; GO:0016579
Q2HJE4,GO:0005737; GO:0005739; GO:0005634; GO:0004843; GO:0004197; GO:0030509; GO:0035616; GO:0035520; GO:1905035; GO:0060389; GO:0016579; GO:1990167; GO:0007179; GO:0006511
Q9Y4E8,GO:0005737; GO:0005829; GO:0005739; GO:0016604; GO:0005654; GO:0005634; GO:0004843; GO:0004197; GO:0042802; GO:1990380; GO:0046332; GO:0005160; GO:0061649; GO:0030509; GO:0035616; GO:0035520; GO:1905035; GO:0060389; GO:1900246; GO:0016579; GO:1990167; GO:0007179; GO:0006511
A7Z056,GO:0005813; GO:0005737; GO:0048471; GO:0004843; GO:0004197; GO:0001664; GO:0008270; GO:0006897; GO:0016579; GO:0071108; GO:0070536; GO:0008277; GO:0006511
Q9UPU5,GO:0005829; GO:0005654; GO:0005634; GO:0004843; GO:0004197; GO:0016579; GO:0006511
Q9UHP3,GO:0005829; GO:0005783; GO:0005634; GO:0051117; GO:0004843; GO:0004197; GO:0008233; GO:0032183; GO:0043130; GO:0031625; GO:0019783; GO:1904293; GO:0016579; GO:0071108; GO:0070536; GO:0036211; GO:0006508; GO:0006511
Q14157,GO:0005737; GO:0010494; GO:0005634; GO:0031519; GO:0003723; GO:0007339; GO:0061484; GO:0034063
Q80X50,GO:0005737; GO:0005634; GO:0031519; GO:0007339; GO:0061484; GO:0034063
O57429,GO:0005737; GO:0048471; GO:0004843; GO:0046872; GO:0016579; GO:0048511; GO:0006511
Q8NFA0,GO:0005829; GO:0005794; GO:0016020; GO:0005509; GO:0004843; GO:0016579; GO:0006511
Q70CQ2,GO:0005829; GO:0005634; GO:0004843; GO:0004197; GO:0090263; GO:0016579; GO:0071108; GO:0006511; GO:0016055
Q9Y6I4,GO:0000785; GO:0005737; GO:0036464; GO:0090543; GO:0005654; GO:0005634; GO:0004843; GO:0042393; GO:0008270; GO:0006325; GO:0006281; GO:0016578; GO:0000278; GO:0031647; GO:0006511
Q91W36,GO:0000785; GO:0005737; GO:0036464; GO:0090543; GO:0005654; GO:0005634; GO:0004843; GO:0042393; GO:0008270; GO:0006325; GO:0006281; GO:0016578; GO:0000278; GO:0031647; GO:0006511
Q5RBQ4,GO:0004843; GO:0046872; GO:0007610; GO:0016579; GO:0032228; GO:0006511
F1M625,GO:0005829; GO:0098978; GO:0005634; GO:0045202; GO:0004843; GO:0004197; GO:0101005; GO:0046872; GO:0008343; GO:0001662; GO:0048149; GO:0016579; GO:0099149; GO:0032228; GO:0060013; GO:0006511
E1C1R4,GO:0005737; GO:0004843; GO:0006284; GO:0006974; GO:0035520; GO:0006511
Q5ZM45,GO:0005829; GO:0005634; GO:0004843; GO:0004197; GO:0016579; GO:0006511
Q70CQ1,GO:0005737; GO:0005654; GO:0004843; GO:0004197; GO:0042393; GO:0008270; GO:0006325; GO:0035616; GO:0000398; GO:0016579; GO:0006511
