Orthogroup	crotalus_tigris	hydrophis_curtus-AG	hydrophis_curtus	hydrophis_cyanocinctus	hydrophis_elegans	hydrophis_major	hydrophis_ornatus	notechis_scutatus	pantherophis_guttatus	protobothrops_mucrosquamatus	pseudonaja_textilis	python_bivittatus	thamnophis_elegans
OG0038140											rna-XM_026725799.1		
OG0038141											rna-XM_026726120.1		
OG0038142											rna-XM_026701978.1		
OG0038143											rna-XM_026702250.1		
OG0038144											rna-XM_026724279.1		
OG0038145											rna-XM_026725580.1		
OG0038146											rna-XM_026700279.1		
OG0038147											rna-XM_026700090.1		
OG0038148											rna-XM_026726274.1		
OG0038149											rna-XM_026723682.1		
OG0038150											rna-XM_026702156.1		
OG0038151												rna-XM_007436041.2	
OG0038152												rna-XM_025171898.1	
OG0038153												rna-XM_007433490.2	
OG0038154												rna-XM_007442101.2	
OG0038155												rna-XM_007433159.1	
OG0038156												rna-XM_007445149.2	
OG0038157												rna-XM_007434244.2	
OG0038158												rna-XM_007439362.2	
OG0038159												rna-XM_007441880.2	
OG0038160												rna-XM_025165396.1	
OG0038161												rna-XM_007445331.2	
OG0038162												rna-XM_015890035.1	
OG0038163												rna-XM_007436472.2	
OG0038164												rna-XM_025173443.1	
OG0038165												rna-XM_025167076.1	
OG0038166												rna-XM_025173406.1	
OG0038167												rna-XM_007440521.1	
OG0038168												rna-XM_007434230.3	
OG0038169												rna-XM_007434910.2	
OG0038170												rna-XM_007444662.1	
OG0038171												rna-XM_015890900.2	
OG0038172												rna-XM_007437524.2	
OG0038173												rna-XM_007432504.3	
OG0038174												rna-XM_007444396.1	
OG0038175												rna-XM_015891151.2	
OG0038176												rna-XM_025174181.1	
OG0038177												rna-XM_007436924.2	
OG0038178												rna-XM_007429625.3	
OG0038179												rna-XM_007442304.3	
OG0038180												rna-XM_025177250.1	
OG0038181												rna-XM_007443930.2	
OG0038182												rna-XM_007445424.2	
OG0038183												rna-XM_025176753.1	
OG0038184												rna-XM_007444468.1	
OG0038185												rna-XM_007434830.2	
OG0038186												rna-XM_007443250.2	
OG0038187												rna-XM_025176297.1	
OG0038188												rna-XM_007443547.3	
OG0038189												rna-XM_007428129.2	
OG0038190												rna-XM_007440443.1	
OG0038191												rna-XM_025176420.1	
OG0038192												rna-XM_007441884.3	
OG0038193												rna-XM_007444282.1	
OG0038194												rna-XM_007435505.3	
OG0038195												rna-XM_007429633.3	
OG0038196												rna-XM_025173551.1	
OG0038197												rna-XM_025176746.1	
OG0038198												rna-XM_025176026.1	
OG0038199												rna-XM_025172530.1	
OG0038200												rna-XM_007445514.2	
OG0038201												rna-XM_015887719.1	
OG0038202												rna-XM_007432876.2	
OG0038203												rna-XM_015889648.2	
OG0038204												rna-XM_007434041.3	
OG0038205												rna-XM_007444837.1	
OG0038206												rna-XM_025167224.1	
OG0038207												rna-XM_025173229.1	
OG0038208												rna-XM_015890358.1	
OG0038209												rna-XM_007443648.2	
OG0038210												rna-XM_007440500.3	
OG0038211												rna-XM_007440502.3	
OG0038212												rna-XM_007438164.3	
OG0038213												rna-XM_025168158.1	
OG0038214												rna-XM_007432107.3	
OG0038215												rna-XM_025167010.1	
OG0038216												rna-XM_007444373.2	
OG0038217												rna-XM_007437190.3	
OG0038218												rna-XM_025176629.1	
OG0038219												rna-XM_007435816.3	
OG0038220												rna-XM_025172467.1	
OG0038221												rna-XM_007444514.3	
OG0038222												rna-XM_007445381.2	
OG0038223												rna-XM_007433893.3	
OG0038224												rna-XM_007445418.3	
OG0038225												rna-XM_007445098.2	
OG0038226												rna-XM_007432493.3	
OG0038227												rna-XM_007445069.2	
OG0038228												rna-NC_021479.1_8874..9044	
OG0038229												rna-XM_007421139.3	
OG0038230												rna-XM_007440516.2	
OG0038231												rna-XM_025177464.1	
OG0038232												rna-XM_025168616.1	
OG0038233												rna-XM_025171669.1	
OG0038234												rna-XM_007444232.2	
OG0038235												rna-XM_025177518.1	
OG0038236												rna-XM_025177196.1	
OG0038237												rna-XM_007438424.3	
OG0038238												rna-XM_007438427.3	
OG0038239												rna-XM_015889812.2	
OG0038240												rna-XM_025172077.1	
OG0038241												rna-XM_025168875.1	
OG0038242												rna-XM_025177519.1	
OG0038243												rna-XM_007435328.2	
OG0038244												rna-XM_025175518.1	
OG0038245												rna-XM_007433925.3	
OG0038246												rna-XM_025174373.1	
OG0038247												rna-XM_007420240.3	
OG0038248												rna-XM_025166359.1	
OG0038249												rna-XM_025175064.1	
OG0038250												rna-XM_025174882.1	
OG0038251												rna-XM_007422695.3	
OG0038252												rna-XM_007425817.2	
OG0038253												rna-XM_025177132.1	
OG0038254												rna-XM_007437533.3	
OG0038255												rna-XM_015891282.1	
OG0038256												rna-XM_025175934.1	
OG0038257												rna-XM_025175933.1	
OG0038258												rna-XM_015890117.2	
OG0038259												rna-XM_007443410.3	
OG0038260												rna-XM_025171658.1	
OG0038261												rna-XM_007421259.2	
OG0038262												rna-XM_007429789.2	
OG0038263												rna-XM_025176934.1	
OG0038264												rna-XM_007445416.2	
OG0038265												rna-XM_007445067.2	
OG0038266												rna-XM_007438758.3	
OG0038267												rna-XM_015890433.2	
OG0038268												rna-XM_007439250.1	
OG0038269												rna-XM_007439069.3	
OG0038270												rna-XM_007444851.2	
OG0038271												rna-XM_007430888.3	
OG0038272												rna-XM_007434209.3	
OG0038273												rna-XM_025169670.1	
OG0038274												rna-XM_025164156.1	
OG0038275												rna-XM_025172921.1	
OG0038276												rna-XM_025167845.1	
OG0038277												rna-XM_025163032.1	
OG0038278												rna-XM_025165450.1	
OG0038279												rna-XM_025162918.1	
OG0038280												rna-XM_025177229.1	
OG0038281												rna-XM_007428417.2	
OG0038282												rna-XM_007445401.2	
OG0038283												rna-XM_007437396.1	
OG0038284												rna-XM_007427009.1	
OG0038285												rna-XM_025165729.1	
OG0038286												rna-XM_007439513.2	
OG0038287												rna-XM_007443347.1	
OG0038288												rna-XM_025171144.1	
OG0038289												rna-XM_007420899.2	
OG0038290												rna-XM_025172607.1	
OG0038291												rna-XM_025171576.1	
OG0038292												rna-XM_025173494.1	
OG0038293												rna-XM_025170606.1	
OG0038294												rna-XM_007445097.2	
OG0038295												rna-XM_015890670.2	
OG0038296												rna-XM_015891099.2	
OG0038297												rna-XM_007444312.2	
OG0038298												rna-XM_025167043.1	
OG0038299												rna-XM_007443262.3	
OG0038300												rna-XM_025175073.1	
OG0038301												rna-XM_007438901.3	
OG0038302												rna-XM_015891387.1	
OG0038303												rna-XM_007445061.3	
OG0038304												rna-XM_007420549.3	
OG0038305												rna-XM_007445175.2	
OG0038306												rna-XM_007445137.3	
OG0038307												rna-XM_025168507.1	
OG0038308												rna-XM_007442779.1	
OG0038309												rna-XM_007432385.3	
OG0038310												rna-XM_007433812.2	
OG0038311												rna-XM_025164554.1	
OG0038312												rna-XM_007442980.3	
OG0038313												rna-XM_007445429.1	
OG0038314												rna-XM_007426919.1	
OG0038315												rna-XM_007445106.2	
OG0038316												rna-XM_007440242.3	
OG0038317												rna-XM_007433373.3	
OG0038318												rna-XM_007443665.2	
OG0038319												rna-XM_025170842.1	
OG0038320												rna-XM_025170843.1	
OG0038321												rna-XM_025177461.1	
OG0038322												rna-XM_007445267.2	
OG0038323												rna-XM_025177625.1	
OG0038324												rna-XM_007442970.3	
OG0038325												rna-XM_007444195.1	
OG0038326												rna-XM_007426060.2	
OG0038327												rna-XM_025167253.1	
OG0038328												rna-XM_007445136.2	
OG0038329												rna-XM_007438496.3	
OG0038330												rna-XM_007440762.3	
OG0038331												rna-XM_007445430.3	
OG0038332												rna-XM_007428793.2	
OG0038333												rna-XM_015890460.2	
OG0038334												rna-XM_007445473.3	
OG0038335												rna-XM_007441717.2	
OG0038336												rna-XM_025171367.1	
OG0038337												rna-XM_015889747.2	
OG0038338												rna-XM_007444044.3	
OG0038339												rna-XM_007438763.1	
OG0038340												rna-XM_007445119.3	
OG0038341												rna-XM_007433499.1	
OG0038342												rna-XM_007437516.3	
OG0038343												rna-XM_007440551.2	
OG0038344												rna-XM_025174709.1	
OG0038345												rna-XM_007434117.2	
OG0038346												rna-XM_007445457.3	
OG0038347												rna-XM_007445510.3	
OG0038348												rna-XM_015889408.1	
OG0038349												rna-XM_007434927.3	
OG0038350												rna-XM_025176896.1	
OG0038351												rna-XM_007444620.3	
OG0038352												rna-XM_007445422.1	
OG0038353												rna-XM_025172900.1	
OG0038354												rna-XM_025170176.1	
OG0038355												rna-XM_007443082.3	
OG0038356												rna-XM_025176413.1	
OG0038357												rna-XM_007435332.2	
OG0038358												rna-XM_025173583.1	
OG0038359												rna-XM_007445277.3	
OG0038360												rna-XM_007443045.2	
OG0038361												rna-XM_007444612.2	
OG0038362												rna-XM_025177419.1	
OG0038363												rna-XM_007429402.2	
OG0038364												rna-XM_025173265.1	
OG0038365												rna-XM_007445198.1	
OG0038366												rna-XM_007436717.2	
OG0038367												rna-XM_007438408.1	
OG0038368												rna-XM_025170357.1	
OG0038369												rna-XM_007432419.2	
OG0038370												rna-XM_007442692.1	
OG0038371												rna-XM_025169009.1	
OG0038372												rna-XM_007434531.3	
OG0038373												id-LOC103054794	
OG0038374												rna-XM_007437812.2	
OG0038375												rna-XM_007445439.3	
OG0038376												rna-XM_007445193.3	
OG0038377												rna-XM_025177176.1	
OG0038378												rna-XM_015891164.2	
OG0038379												rna-XM_007445485.2	
OG0038380												rna-XM_025175860.1	
OG0038381												rna-XM_007437800.3	
OG0038382												rna-XM_025176313.1	
OG0038383												rna-XM_015888135.2	
OG0038384												rna-XM_025176960.1	
OG0038385												rna-XM_025172235.1	
OG0038386												rna-XM_025172838.1	
OG0038387												rna-XM_015888346.2	
OG0038388												rna-XM_025165887.1	
OG0038389												rna-XM_025176786.1	
OG0038390												rna-XM_007441483.2	
OG0038391												rna-XM_007442307.2	
OG0038392												rna-XM_007445182.1	
OG0038393												rna-XM_007436627.1	
OG0038394												rna-XM_007444985.3	
OG0038395												rna-XM_007441225.3	
OG0038396												rna-XM_025174754.1	
OG0038397												rna-XM_007443455.1	
OG0038398												rna-XM_025165145.1	
OG0038399												rna-XM_025169483.1	
OG0038400												rna-XM_007444539.3	
OG0038401												rna-XM_007443118.3	
OG0038402												rna-XM_007434310.2	
OG0038403												rna-XM_007434507.3	
OG0038404												rna-XM_025171737.1	
OG0038405												rna-XM_007435558.2	
OG0038406												rna-XM_007439483.3	
OG0038407												rna-XM_007432992.1	
OG0038408												rna-XM_025177436.1	
OG0038409												rna-XM_025173014.1	
OG0038410												rna-XM_007441477.2	
OG0038411												rna-XM_015889454.2	
OG0038412												rna-XM_025170449.1	
OG0038413												rna-XM_025168476.1	
OG0038414												rna-XM_025168475.1	
OG0038415												rna-XM_007435651.1	
OG0038416												rna-XM_025166447.1	
OG0038417												rna-XM_007436789.3	
OG0038418												rna-XM_007436790.2	
OG0038419												rna-XM_007433543.1	
OG0038420												rna-XM_007434811.3	
OG0038421												rna-XM_025177626.1	
OG0038422												rna-XM_007422188.2	
OG0038423												rna-XM_025166660.1	
OG0038424												rna-XM_007421648.3	
OG0038425												rna-XM_007436083.2	
OG0038426												rna-XM_015890205.2	
OG0038427												rna-XM_007442790.1	
OG0038428												rna-XM_007438796.3	
OG0038429												rna-XM_015890654.2	
OG0038430												rna-XM_007444984.3	
OG0038431												rna-XM_025174724.1	
OG0038432												rna-XM_025175806.1	
OG0038433												rna-XM_015891452.1	
OG0038434												rna-XM_025177300.1	
OG0038435												rna-XM_007425790.3	
OG0038436												rna-XM_025163629.1	
OG0038437												rna-XM_007436544.2	
OG0038438												rna-XM_007426045.2	
OG0038439												rna-XM_025175543.1	
OG0038440												rna-XM_025177269.1	
OG0038441												rna-XM_007435547.3	
OG0038442												rna-XM_007428831.3	
OG0038443												rna-XM_025176417.1	
OG0038444												rna-XM_025176731.1	
OG0038445												rna-XM_007440575.3	
OG0038446												rna-XM_007434842.2	
OG0038447												rna-XM_025170474.1	
OG0038448												rna-XM_007437131.2	
OG0038449												rna-XM_025177595.1	
OG0038450												rna-XM_007437712.2	
OG0038451												rna-XM_025173286.1	
OG0038452												rna-XM_007438379.3	
OG0038453												rna-XM_025176373.1	
OG0038454												rna-XM_007445380.3	
OG0038455												rna-XM_025169416.1	
OG0038456												rna-XM_007441695.2	
OG0038457												rna-XM_025170340.1	
OG0038458												rna-XM_025168517.1	
OG0038459												rna-XM_025173747.1	
OG0038460												rna-XM_015891453.2	
OG0038461												rna-XM_025174327.1	
OG0038462												rna-XM_025172752.1	
OG0038463												rna-XM_007431143.3	
OG0038464												rna-XM_007445466.3	
OG0038465												rna-XM_007442815.3	
OG0038466												rna-XM_025177628.1	
OG0038467												rna-XM_015891179.2	
OG0038468												rna-XM_007444856.2	
OG0038469												rna-XM_025173835.1	
OG0038470												rna-XM_025162974.1	
OG0038471												rna-XM_025177641.1	
OG0038472												rna-XM_007445455.3	
OG0038473												rna-XM_025163819.1	
OG0038474												rna-XM_007441449.2	
OG0038475												rna-XM_007444303.2	
OG0038476												rna-XM_025167129.1	
OG0038477												rna-XM_007444780.2	
OG0038478												rna-XM_015890449.1	
OG0038479												rna-XM_015891316.2	
OG0038480												rna-XM_007444061.2	
OG0038481												rna-XM_007433955.2	
OG0038482												rna-XM_007439434.3	
