Orthogroup,Gene,Branch-Site (null/alt),LRT (BS),P-value (BS),Adj. P-value (BS),Site (null/alt),LRT (S),P-value (S),Adj. P-value (S),Signal
OG0009733,SLC18A3,bsA1/bsA,0,1,1,M1/M2,0,1,1,no_PS
OG0005979,,bsA1/bsA,19.389,0,0,M1/M2,0,1,1,PS_fg
OG0006920,SLC6A19,bsA1/bsA,8.08,0.004,0.011,M1/M2,1.878,0.391,1,no_PS
OG0005663,NDUFV3,bsA1/bsA,106.932,0,0,M1/M2,25.768,0,0,PS_fg_bg
OG0011892,,bsA1/bsA,66.872,0,0,M1/M2,0.465,0.793,1,PS_fg
OG0007216,FCF1,bsA1/bsA,,,,M1/M2,3.686,0.158,0.528,poor_fit
OG0013658,HEATR9,bsA1/bsA,228.309,0,0,M1/M2,1.421,0.491,1,PS_fg
OG0011388,SFXN2,bsA1/bsA,82.583,0,0,M1/M2,1.52,0.468,1,PS_fg
OG0011229,ABRA,bsA1/bsA,15.25,0,0,M1/M2,0.166,0.92,1,PS_fg
OG0013192,MIDEAS ELMSAN1,bsA1/bsA,299.972,0,0,M1/M2,2.051,0.359,0.976,PS_fg
OG0009604,TMEM132A,bsA1/bsA,348.865,0,0,M1/M2,0.923,0.63,1,PS_fg
OG0005692,CRYZL1,bsA1/bsA,690.739,0,0,M1/M2,3.106,0.212,0.663,PS_fg
OG0009162,COPS7A,bsA1/bsA,0,1,1,M1/M2,0,1,1,no_PS
OG0008766,GRK5,bsA1/bsA,158.573,0,0,M1/M2,26.297,0,0,PS_fg_bg
OG0011108,STAC3,bsA1/bsA,,,,M1/M2,0.46,0.795,1,poor_fit
OG0005821,ARHGEF18,bsA1/bsA,6.804,0.009,0.021,M1/M2,128.521,0,0,PS_bg
OG0013116,KIFC3,bsA1/bsA,,,,M1/M2,58.117,0,0,poor_fit
OG0006727,PRDX4,bsA1/bsA,0,1,1,M1/M2,0,1,1,no_PS
OG0012515,VGLL4,bsA1/bsA,81.65,0,0,M1/M2,13.048,0.001,0.01,PS_fg_bg
OG0005946,ZMPSTE24,bsA1/bsA,16.463,0,0,M1/M2,0.182,0.913,1,PS_fg
OG0012907,SDAD1,bsA1/bsA,14.23,0,0,M1/M2,0,1,1,PS_fg
OG0006642,RNF225,bsA1/bsA,0,1,1,M1/M2,0.081,0.96,1,no_PS
OG0011346,FBLN2,bsA1/bsA,,,,M1/M2,58.11,0,0,poor_fit
OG0010405,CNRIP1,bsA1/bsA,9.49,0.002,0.005,M1/M2,0,1,1,PS_fg
OG0008292,ALG13,bsA1/bsA,0,0.998,1,M1/M2,33.772,0,0,PS_bg
OG0007022,LPIN2,bsA1/bsA,0,1,1,M1/M2,0.623,0.732,1,no_PS
OG0010107,RRNAD1,bsA1/bsA,,,,M1/M2,10.591,0.005,0.03,poor_fit
OG0012692,FBXO46,bsA1/bsA,32.937,0,0,M1/M2,36.551,0,0,PS_fg_bg
OG0005723,TMEM120A,bsA1/bsA,1.778,0.182,0.342,M1/M2,4.566,0.102,0.374,no_PS
OG0011117,EXTL2,bsA1/bsA,,,,M1/M2,0,1,1,poor_fit
OG0012162,GOLPH3,bsA1/bsA,,,,M1/M2,0.228,0.892,1,poor_fit
OG0006746,PAQR7,bsA1/bsA,0,1,1,M1/M2,0.426,0.808,1,no_PS
OG0012965,JADE2,bsA1/bsA,2.006,0.157,0.299,M1/M2,0,1,1,no_PS
OG0008071,NDUFA13,bsA1/bsA,19.394,0,0,M1/M2,1.176,0.555,1,PS_fg
OG0011524,PASK,bsA1/bsA,2.36,0.125,0.242,M1/M2,0,1,1,no_PS
OG0008809,FN1,bsA1/bsA,42.603,0,0,M1/M2,0,1,1,PS_fg
OG0006827,SPPL2B,bsA1/bsA,0,1,1,M1/M2,13.458,0.001,0.008,PS_bg
OG0012764,USP43,bsA1/bsA,1.956,0.162,0.307,M1/M2,0.632,0.729,1,no_PS
OG0008798,FANK1,bsA1/bsA,0,1,1,M1/M2,2.434,0.296,0.851,no_PS
OG0007072,PRDM1,bsA1/bsA,0,0.995,1,M1/M2,0,1,1,no_PS
OG0008466,PPARA,bsA1/bsA,62.079,0,0,M1/M2,0,1,1,PS_fg
OG0005910,DIAPH1,bsA1/bsA,203.441,0,0,M1/M2,13.659,0.001,0.007,PS_fg_bg
OG0013584,GPR37L1,bsA1/bsA,2.36,0.124,0.242,M1/M2,0,1,1,no_PS
OG0005820,ARRDC2,bsA1/bsA,14.693,0,0,M1/M2,0,1,1,PS_fg
OG0014183,ODAD3 CCDC151,bsA1/bsA,0,1,1,M1/M2,0.279,0.87,1,no_PS
OG0011880,PPP1R15A,bsA1/bsA,16.255,0,0,M1/M2,5.597,0.061,0.248,PS_fg
OG0010034,ELOF1,bsA1/bsA,58.819,0,0,M1/M2,0,1,1,PS_fg
OG0012239,DCT,bsA1/bsA,1.376,0.241,0.44,M1/M2,23.074,0,0,PS_bg
OG0008429,DKK1,bsA1/bsA,0,1,1,M1/M2,0,1,1,no_PS
OG0014267,LZTS1,bsA1/bsA,63.136,0,0,M1/M2,0,1,1,PS_fg
OG0005620,DSCC1,bsA1/bsA,0,1,1,M1/M2,0.356,0.837,1,no_PS
OG0012597,PPA2,bsA1/bsA,37.912,0,0,M1/M2,0.322,0.851,1,PS_fg
OG0010870,HOXC11,bsA1/bsA,0,1,1,M1/M2,0,1,1,no_PS
OG0012105,EDEM1,bsA1/bsA,,,,M1/M2,3.716,0.156,0.523,poor_fit
OG0006386,LRMDA,bsA1/bsA,4.042,0.044,0.094,M1/M2,22.433,0,0,PS_bg
OG0013825,ZNF469,bsA1/bsA,17.266,0,0,M1/M2,0,1,1,PS_fg
OG0006106,TEKT5,bsA1/bsA,38.959,0,0,M1/M2,0,1,1,PS_fg
OG0012063,TFAP4,bsA1/bsA,0,1,1,M1/M2,22.063,0,0,PS_bg
OG0007312,SLC9A2,bsA1/bsA,9.455,0.002,0.005,M1/M2,0.038,0.981,1,PS_fg
OG0012672,LMBRD1,bsA1/bsA,32.177,0,0,M1/M2,6.472,0.039,0.174,PS_fg
OG0013196,ZFYVE1,bsA1/bsA,53.447,0,0,M1/M2,0.381,0.826,1,PS_fg
OG0013440,GPX8,bsA1/bsA,0,1,1,M1/M2,0.865,0.649,1,no_PS
OG0011374,SH3PXD2A,bsA1/bsA,131.796,0,0,M1/M2,0.742,0.69,1,PS_fg
OG0011695,RBMX,bsA1/bsA,65.492,0,0,M1/M2,0.001,0.999,1,PS_fg
OG0012253,TMTC4,bsA1/bsA,0.006,0.939,1,M1/M2,31.59,0,0,PS_bg
OG0008896,MXRA8,bsA1/bsA,40.862,0,0,M1/M2,0.541,0.763,1,PS_fg
OG0013547,DNAI3 WDR63,bsA1/bsA,5.833,0.016,0.036,M1/M2,1.705,0.426,1,no_PS
OG0013946,PSMB7,bsA1/bsA,16.078,0,0,M1/M2,0,1,1,PS_fg
OG0008505,DAG1,bsA1/bsA,55.806,0,0,M1/M2,0.576,0.75,1,PS_fg
OG0008624,DAAM1,bsA1/bsA,,,,M1/M2,0.469,0.791,1,poor_fit
OG0012993,,bsA1/bsA,462.57,0,0,M1/M2,0,1,1,PS_fg
OG0009197,RBM39,bsA1/bsA,0,1,1,M1/M2,0,1,1,no_PS
OG0011787,BNC1,bsA1/bsA,33.1,0,0,M1/M2,0,1,1,PS_fg
OG0007610,,bsA1/bsA,2.049,0.152,0.291,M1/M2,8.864,0.012,0.063,no_PS
OG0005691,ATP5PO,bsA1/bsA,0,1,1,M1/M2,3.417,0.181,0.583,no_PS
OG0011977,PPP1R3D,bsA1/bsA,51.134,0,0,M1/M2,0,1,1,PS_fg
OG0008470,EPCAM,bsA1/bsA,17.746,0,0,M1/M2,27.541,0,0,PS_fg_bg
OG0007262,SCFD1,bsA1/bsA,128.645,0,0,M1/M2,,,,poor_fit
OG0006955,,bsA1/bsA,0,0.995,1,M1/M2,229.767,0,0,PS_bg
OG0006960,BLNK,bsA1/bsA,,,,M1/M2,46.252,0,0,poor_fit
OG0009582,PCBP2,bsA1/bsA,58.985,0,0,M1/M2,0.001,0.999,1,PS_fg
OG0013072,DYNLRB2,bsA1/bsA,0,1,1,M1/M2,0.077,0.962,1,no_PS
OG0010161,TFB1M,bsA1/bsA,0,1,1,M1/M2,11.7,0.003,0.018,no_PS
OG0009556,KIF17,bsA1/bsA,,,,M1/M2,0.002,0.999,1,poor_fit
OG0008872,SDHB,bsA1/bsA,43.197,0,0,M1/M2,,,,poor_fit
OG0013884,C8G,bsA1/bsA,123.626,0,0,M1/M2,0.228,0.892,1,PS_fg
OG0008850,DNAH11,bsA1/bsA,0.784,0.376,0.659,M1/M2,0,1,1,no_PS
OG0013954,SLC25A25,bsA1/bsA,212.198,0,0,M1/M2,89.874,0,0,PS_fg_bg
OG0008918,CUNH1ORF50,bsA1/bsA,0,1,1,M1/M2,0,1,1,no_PS
OG0006098,,bsA1/bsA,0,1,1,M1/M2,2.417,0.299,0.855,no_PS
OG0009045,TAF9,bsA1/bsA,0,1,1,M1/M2,0,1,1,no_PS
OG0010315,ABHD5,bsA1/bsA,0.026,0.872,1,M1/M2,1.057,0.589,1,no_PS
OG0013343,SLC9A7,bsA1/bsA,0,1,1,M1/M2,10.382,0.006,0.032,no_PS
OG0013743,CDH17,bsA1/bsA,0,0.998,1,M1/M2,119.692,0,0,PS_bg
OG0008683,PRPSAP1,bsA1/bsA,0,1,1,M1/M2,0.193,0.908,1,no_PS
OG0012978,,bsA1/bsA,22.149,0,0,M1/M2,22.198,0,0,PS_fg_bg
OG0007007,NIPSNAP3A,bsA1/bsA,10.498,0.001,0.003,M1/M2,5.99,0.05,0.209,PS_fg
OG0013910,USP20,bsA1/bsA,0,1,1,M1/M2,,,,poor_fit
OG0006855,AKAP5,bsA1/bsA,,,,M1/M2,0,1,1,poor_fit
OG0006526,MTRF1,bsA1/bsA,5.809,0.016,0.036,M1/M2,0,1,1,no_PS
OG0011548,EIF4A3,bsA1/bsA,0,1,1,M1/M2,5.979,0.05,0.21,no_PS
OG0012551,ZNF280D,bsA1/bsA,0.908,0.341,0.603,M1/M2,0,1,1,no_PS
OG0008554,RGSL1,bsA1/bsA,0,1,1,M1/M2,39.105,0,0,PS_bg
OG0009721,XRCC3,bsA1/bsA,0,1,1,M1/M2,1.261,0.532,1,no_PS
OG0010253,,bsA1/bsA,10.026,0.002,0.004,M1/M2,56.905,0,0,PS_fg_bg
OG0009424,UPK1B,bsA1/bsA,56.604,0,0,M1/M2,7.554,0.023,0.11,PS_fg
OG0007466,SVOP,bsA1/bsA,0,1,1,M1/M2,0,1,1,no_PS
OG0013632,KCNIP2,bsA1/bsA,0,1,1,M1/M2,19.899,0,0,PS_bg
OG0010996,TMEM235,bsA1/bsA,0,1,1,M1/M2,9.455,0.009,0.048,no_PS
OG0005834,NUDT14,bsA1/bsA,183.408,0,0,M1/M2,6.66,0.036,0.161,PS_fg
OG0011397,LZTS2,bsA1/bsA,14.631,0,0,M1/M2,0,1,1,PS_fg
OG0006297,MID1IP1,bsA1/bsA,4.284,0.038,0.083,M1/M2,0,1,1,no_PS
OG0010025,HAND2,bsA1/bsA,22.297,0,0,M1/M2,0.002,0.999,1,PS_fg
OG0012704,PRKD2,bsA1/bsA,114.751,0,0,M1/M2,3.791,0.15,0.508,PS_fg
OG0011020,SLC38A10,bsA1/bsA,4.956,0.026,0.057,M1/M2,0.405,0.817,1,no_PS
OG0008910,PEX10,bsA1/bsA,44.834,0,0,M1/M2,0,1,1,PS_fg
OG0005541,WDR75,bsA1/bsA,0,1,1,M1/M2,1.361,0.506,1,no_PS
OG0013767,STAMBP,bsA1/bsA,0,1,1,M1/M2,3.42,0.181,0.582,no_PS
OG0008676,SRP68,bsA1/bsA,16.084,0,0,M1/M2,2.338,0.311,0.88,PS_fg
OG0011259,,bsA1/bsA,,,,M1/M2,0.927,0.629,1,poor_fit
OG0009713,ADAMTS18,bsA1/bsA,431.66,0,0,M1/M2,4.183,0.124,0.435,PS_fg
OG0007743,DENND1B,bsA1/bsA,2.16,0.142,0.273,M1/M2,10.112,0.006,0.036,no_PS
OG0011304,ANKRD17,bsA1/bsA,17.835,0,0,M1/M2,45.075,0,0,PS_fg_bg
OG0008537,SPDYA,bsA1/bsA,13.107,0,0.001,M1/M2,2.891,0.236,0.718,PS_fg
OG0011317,MAP3K3,bsA1/bsA,73.602,0,0,M1/M2,0,1,1,PS_fg
OG0013976,CCDC142,bsA1/bsA,57.708,0,0,M1/M2,9.719,0.008,0.043,PS_fg
OG0006809,TERB2,bsA1/bsA,2.461,0.117,0.229,M1/M2,0,1,1,no_PS
OG0012121,AMPD3,bsA1/bsA,3.419,0.064,0.133,M1/M2,0,1,1,no_PS
OG0009175,PHB2,bsA1/bsA,0,1,1,M1/M2,0.182,0.913,1,no_PS
OG0011414,ANKRD28,bsA1/bsA,315.951,0,0,M1/M2,0.033,0.984,1,PS_fg
OG0011011,CARD14,bsA1/bsA,5.798,0.016,0.036,M1/M2,0.08,0.961,1,no_PS
OG0012248,BIVM,bsA1/bsA,0,1,1,M1/M2,0,1,1,no_PS
OG0009917,USP18,bsA1/bsA,0.792,0.373,0.655,M1/M2,25.358,0,0,PS_bg
OG0013060,CDC16,bsA1/bsA,0,1,1,M1/M2,0,1,1,no_PS
OG0012458,SLC26A9,bsA1/bsA,,,,M1/M2,0,1,1,poor_fit
OG0012956,NEUROG1,bsA1/bsA,0,0.983,1,M1/M2,0,1,1,no_PS
OG0011738,,bsA1/bsA,0,1,1,M1/M2,0,1,1,no_PS
OG0007489,TFIP11,bsA1/bsA,0,1,1,M1/M2,,,,poor_fit
OG0007243,INSM2,bsA1/bsA,13.628,0,0.001,M1/M2,0.241,0.886,1,PS_fg
OG0010434,SOX9,bsA1/bsA,0,1,1,M1/M2,21.111,0,0,PS_bg
OG0010235,C1QTNF8,bsA1/bsA,1.728,0.189,0.353,M1/M2,2.914,0.233,0.713,no_PS
OG0013027,GATA2,bsA1/bsA,0,1,1,M1/M2,0.256,0.88,1,no_PS
OG0010528,ACKR3,bsA1/bsA,0.008,0.929,1,M1/M2,0.672,0.715,1,no_PS
OG0007064,DENND6B,bsA1/bsA,27.316,0,0,M1/M2,0,1,1,PS_fg
OG0007090,ZBTB24,bsA1/bsA,0,0.998,1,M1/M2,17.838,0,0.001,PS_bg
OG0013419,BEST3,bsA1/bsA,,,,M1/M2,4.823,0.09,0.337,poor_fit
OG0011954,LPXN,bsA1/bsA,162.318,0,0,M1/M2,0,1,1,PS_fg
OG0005587,KCNF1,bsA1/bsA,7.794,0.005,0.013,M1/M2,0,1,1,no_PS
OG0011290,ADAM11,bsA1/bsA,21.714,0,0,M1/M2,,,,poor_fit
OG0013374,PPP1R16B,bsA1/bsA,,,,M1/M2,0,1,1,poor_fit
OG0006557,MUSK,bsA1/bsA,17.506,0,0,M1/M2,0,1,1,PS_fg
OG0008688,ST6GALNAC1,bsA1/bsA,1589.988,0,0,M1/M2,7.593,0.022,0.108,PS_fg
OG0010483,JMJD4,bsA1/bsA,8.041,0.005,0.011,M1/M2,0,1,1,no_PS
OG0012883,KCNV2,bsA1/bsA,0,1,1,M1/M2,1.181,0.554,1,no_PS
OG0012954,SLC25A48,bsA1/bsA,0,1,1,M1/M2,0,1,1,no_PS
OG0010347,SMN1,bsA1/bsA,0.001,0.981,1,M1/M2,57.726,0,0,PS_bg
OG0007812,,bsA1/bsA,110.489,0,0,M1/M2,0,1,1,PS_fg
OG0007683,OBI1 RNF219,bsA1/bsA,0,1,1,M1/M2,0,1,1,no_PS
OG0009694,UXT,bsA1/bsA,64.024,0,0,M1/M2,1.093,0.579,1,PS_fg
OG0006754,BRD2,bsA1/bsA,9.055,0.003,0.007,M1/M2,,,,poor_fit
OG0005330,CTSC,bsA1/bsA,0,1,1,M1/M2,0,1,1,no_PS
OG0008665,GALK1,bsA1/bsA,26.694,0,0,M1/M2,0,1,1,PS_fg
OG0014204,INHBA,bsA1/bsA,2.773,0.096,0.191,M1/M2,0,1,1,no_PS
OG0008350,CALCB,bsA1/bsA,47.035,0,0,M1/M2,2.986,0.225,0.694,PS_fg
OG0009139,RNF139,bsA1/bsA,0,1,1,M1/M2,1.559,0.459,1,no_PS
OG0006938,FOXA2,bsA1/bsA,0,1,1,M1/M2,0,1,1,no_PS
OG0014108,GIGYF2,bsA1/bsA,203.429,0,0,M1/M2,9.971,0.007,0.039,PS_fg
OG0005313,NAB2,bsA1/bsA,66.644,0,0,M1/M2,25.093,0,0,PS_fg_bg
OG0010330,DTX3,bsA1/bsA,0,1,1,M1/M2,0,1,1,no_PS
OG0011088,AAMP,bsA1/bsA,126.883,0,0,M1/M2,0,1,1,PS_fg
OG0010601,PRX,bsA1/bsA,0,0.999,1,M1/M2,10.011,0.007,0.038,no_PS
OG0007641,DCAF6,bsA1/bsA,,,,M1/M2,0,1,1,poor_fit
OG0010923,LRRN2,bsA1/bsA,31.893,0,0,M1/M2,0,1,1,PS_fg
OG0008265,WFDC1,bsA1/bsA,22.824,0,0,M1/M2,0,1,1,PS_fg
OG0009398,VPS8,bsA1/bsA,10.817,0.001,0.003,M1/M2,0.38,0.827,1,PS_fg
OG0007570,HEMGN,bsA1/bsA,16.121,0,0,M1/M2,14.945,0.001,0.004,PS_fg_bg
OG0012250,TPP2,bsA1/bsA,0,0.998,1,M1/M2,0,1,1,no_PS
OG0010543,ITM2B,bsA1/bsA,0.009,0.926,1,M1/M2,4.681,0.096,0.358,no_PS
OG0012453,FAM149A,bsA1/bsA,200.895,0,0,M1/M2,101.478,0,0,PS_fg_bg
OG0010808,IRS1,bsA1/bsA,43.762,0,0,M1/M2,8.204,0.017,0.083,PS_fg
OG0007925,ARMC1,bsA1/bsA,,,,M1/M2,0.001,1,1,poor_fit
OG0011886,BAX,bsA1/bsA,68.375,0,0,M1/M2,1.273,0.529,1,PS_fg
OG0007404,CCDC6,bsA1/bsA,35.447,0,0,M1/M2,0,1,1,PS_fg
OG0007393,AQP4,bsA1/bsA,82.012,0,0,M1/M2,40.413,0,0,PS_fg_bg
OG0008741,FANCB,bsA1/bsA,14.605,0,0,M1/M2,13.46,0.001,0.008,PS_fg_bg
OG0008389,CCNA2,bsA1/bsA,0,1,1,M1/M2,4.68,0.096,0.358,no_PS
OG0011866,MAMSTR,bsA1/bsA,,,,M1/M2,0,1,1,poor_fit
OG0013146,DNAAF1,bsA1/bsA,300.72,0,0,M1/M2,0.899,0.638,1,PS_fg
OG0005351,SPIRE1,bsA1/bsA,43.965,0,0,M1/M2,0.75,0.687,1,PS_fg
OG0013529,PNRC1,bsA1/bsA,0,1,1,M1/M2,1.521,0.467,1,no_PS
OG0014172,SYDE1,bsA1/bsA,0,0.999,1,M1/M2,1.233,0.54,1,no_PS
OG0012179,FHIP2A FAM160B1,bsA1/bsA,1.344,0.246,0.449,M1/M2,0,1,1,no_PS
OG0012247,EDNRB,bsA1/bsA,,,,M1/M2,6.879,0.032,0.146,poor_fit
OG0009225,CCDC112,bsA1/bsA,0.167,0.683,1,M1/M2,4.082,0.13,0.453,no_PS
OG0007226,BBOF1,bsA1/bsA,81.417,0,0,M1/M2,9.427,0.009,0.049,PS_fg
OG0013607,LRATD1 FAM84A,bsA1/bsA,15.997,0,0,M1/M2,0,1,1,PS_fg
OG0007930,CLVS1,bsA1/bsA,9.047,0.003,0.007,M1/M2,0,1,1,PS_fg
OG0010024,,bsA1/bsA,52.676,0,0,M1/M2,0,1,1,PS_fg
OG0014135,COL21A1,bsA1/bsA,,,,M1/M2,0.447,0.8,1,poor_fit
OG0011474,WDR47,bsA1/bsA,0.457,0.499,0.857,M1/M2,0,1,1,no_PS
OG0007356,RFX5,bsA1/bsA,12.716,0,0.001,M1/M2,0,1,1,PS_fg
OG0013871,OPN3,bsA1/bsA,2.267,0.132,0.256,M1/M2,1.428,0.49,1,no_PS
OG0009734,CUNH10ORF53 C15H10ORF53,bsA1/bsA,3.889,0.049,0.103,M1/M2,0,1,1,no_PS
OG0009780,CDK5RAP3,bsA1/bsA,0,1,1,M1/M2,1.77,0.413,1,no_PS
OG0007571,CORO2A,bsA1/bsA,35.12,0,0,M1/M2,0,1,1,PS_fg
OG0012195,GEMIN5,bsA1/bsA,5.163,0.023,0.051,M1/M2,6.07,0.048,0.203,no_PS
OG0006423,VPS18,bsA1/bsA,6.977,0.008,0.019,M1/M2,0,1,1,no_PS
OG0008103,SH3BGRL2,bsA1/bsA,36.77,0,0,M1/M2,5.655,0.059,0.242,PS_fg
OG0013518,HTR1E,bsA1/bsA,3.655,0.056,0.117,M1/M2,0,1,1,no_PS
OG0012735,MTMR6,bsA1/bsA,10.868,0.001,0.003,M1/M2,0,1,1,PS_fg
OG0013043,GPR65,bsA1/bsA,0,0.998,1,M1/M2,72.254,0,0,PS_bg
OG0006758,ADGRA2,bsA1/bsA,46.744,0,0,M1/M2,4.384,0.112,0.401,PS_fg
OG0009618,TLCD2,bsA1/bsA,0,1,1,M1/M2,0,1,1,no_PS
OG0009493,MAP4K4,bsA1/bsA,0,0.996,1,M1/M2,52.423,0,0,PS_bg
OG0012378,PRMT5,bsA1/bsA,176.548,0,0,M1/M2,0,1,1,PS_fg
OG0013309,SOCS6,bsA1/bsA,,,,M1/M2,0,1,1,poor_fit
OG0012636,SRI,bsA1/bsA,21.918,0,0,M1/M2,0,1,1,PS_fg
OG0008182,RPS8,bsA1/bsA,9.4,0.002,0.005,M1/M2,0.001,0.999,1,PS_fg
OG0005494,UBE2N,bsA1/bsA,54.162,0,0,M1/M2,0,1,1,PS_fg
OG0008334,UBE4A,bsA1/bsA,9.549,0.002,0.005,M1/M2,4.595,0.1,0.369,PS_fg
OG0009220,DENND2D,bsA1/bsA,143.664,0,0,M1/M2,12.992,0.002,0.01,PS_fg
OG0008953,TMEM51,bsA1/bsA,1.109,0.292,0.524,M1/M2,0,1,1,no_PS
OG0010336,ARHGEF28,bsA1/bsA,6.865,0.009,0.021,M1/M2,0,1,1,no_PS
OG0012504,GAB1,bsA1/bsA,0,0.999,1,M1/M2,0.349,0.84,1,no_PS
OG0008752,CUNH10ORF82 C10H10ORF82,bsA1/bsA,94.973,0,0,M1/M2,3.169,0.205,0.647,PS_fg
OG0013812,,bsA1/bsA,29.909,0,0,M1/M2,0.005,0.998,1,PS_fg
OG0013202,,bsA1/bsA,6.931,0.008,0.02,M1/M2,3.04,0.219,0.681,no_PS
OG0014285,ROBO4,bsA1/bsA,45.989,0,0,M1/M2,0.283,0.868,1,PS_fg
OG0009445,LRRIQ1,bsA1/bsA,4.95,0.026,0.058,M1/M2,2.24,0.326,0.914,no_PS
OG0012360,MYBPC1,bsA1/bsA,2.673,0.102,0.203,M1/M2,69.262,0,0,PS_bg
OG0009703,URI1,bsA1/bsA,,,,M1/M2,3.588,0.166,0.547,poor_fit
OG0006434,BTLA,bsA1/bsA,1.217,0.27,0.488,M1/M2,4.224,0.121,0.429,no_PS
OG0010981,SIRT7,bsA1/bsA,0,1,1,M1/M2,0.011,0.995,1,no_PS
OG0006298,BCOR,bsA1/bsA,0.006,0.936,1,M1/M2,0,1,1,no_PS
OG0007105,B4GALT5,bsA1/bsA,0,1,1,M1/M2,0,1,1,no_PS
OG0010529,COPS8,bsA1/bsA,42.847,0,0,M1/M2,0.021,0.99,1,PS_fg
OG0013966,NOTO,bsA1/bsA,0,1,1,M1/M2,0,1,1,no_PS
OG0010455,RIPOR2,bsA1/bsA,343.211,0,0,M1/M2,104.8,0,0,PS_fg_bg
OG0011250,TTC33,bsA1/bsA,262.82,0,0,M1/M2,1.481,0.477,1,PS_fg
OG0006807,ANKRD23,bsA1/bsA,46.548,0,0,M1/M2,0,1,1,PS_fg
OG0011034,KCTD6,bsA1/bsA,0,1,1,M1/M2,1.182,0.554,1,no_PS
OG0012932,KANSL1L,bsA1/bsA,22.156,0,0,M1/M2,6.24,0.044,0.189,PS_fg
OG0006621,TAAR5,bsA1/bsA,,,,M1/M2,3.776,0.151,0.511,poor_fit
OG0009727,EIF5,bsA1/bsA,215.798,0,0,M1/M2,0,1,1,PS_fg
OG0009080,SUMO1,bsA1/bsA,0,1,1,M1/M2,2.292,0.318,0.897,no_PS
OG0005726,SRRM3,bsA1/bsA,0,1,1,M1/M2,182.303,0,0,PS_bg
OG0007280,RASSF1,bsA1/bsA,28.199,0,0,M1/M2,0,1,1,PS_fg
OG0005632,EIF3E,bsA1/bsA,0,1,1,M1/M2,0.039,0.981,1,no_PS
OG0010569,MMUT MUT,bsA1/bsA,5.752,0.016,0.037,M1/M2,6.442,0.04,0.176,no_PS
OG0006866,OSTF1,bsA1/bsA,19.053,0,0,M1/M2,0,1,1,PS_fg
OG0011339,FAM171A1,bsA1/bsA,0,1,1,M1/M2,3.513,0.173,0.562,no_PS
OG0011092,SLC11A1,bsA1/bsA,52.836,0,0,M1/M2,14.764,0.001,0.005,PS_fg_bg
OG0012547,PRTG,bsA1/bsA,313.337,0,0,M1/M2,0.119,0.942,1,PS_fg
OG0006044,ITPRID2 SSFA2,bsA1/bsA,106.198,0,0,M1/M2,0,1,1,PS_fg
OG0011254,RANBP2 RGPD4,bsA1/bsA,,,,M1/M2,1.216,0.544,1,poor_fit
OG0005507,AMDHD1,bsA1/bsA,7.464,0.006,0.015,M1/M2,0.124,0.94,1,no_PS
OG0005470,LRP11,bsA1/bsA,14.134,0,0,M1/M2,0.609,0.738,1,PS_fg
OG0011149,GALNT6,bsA1/bsA,0.037,0.847,1,M1/M2,0,1,1,no_PS
OG0006281,LMX1A,bsA1/bsA,0,1,1,M1/M2,373.386,0,0,PS_bg
OG0008407,MBD4,bsA1/bsA,1.709,0.191,0.356,M1/M2,50.389,0,0,PS_bg
OG0009585,NPFF,bsA1/bsA,4.068,0.044,0.093,M1/M2,0,1,1,no_PS
OG0012092,SFPQ,bsA1/bsA,72.623,0,0,M1/M2,6.252,0.044,0.189,PS_fg
OG0009144,DERL1,bsA1/bsA,3.242,0.072,0.147,M1/M2,0.795,0.672,1,no_PS
OG0007050,TNS4,bsA1/bsA,551.942,0,0,M1/M2,0,1,1,PS_fg
OG0012429,STK17B,bsA1/bsA,28.347,0,0,M1/M2,0,1,1,PS_fg
OG0007829,HIP1,bsA1/bsA,24.285,0,0,M1/M2,0,1,1,PS_fg
OG0007415,DNAJC19,bsA1/bsA,0,1,1,M1/M2,28.172,0,0,PS_bg
OG0010643,ARRDC4,bsA1/bsA,34.193,0,0,M1/M2,2.015,0.365,0.989,PS_fg
OG0009276,LMNB1,bsA1/bsA,,,,M1/M2,1.651,0.438,1,poor_fit
OG0009421,ZDHHC23,bsA1/bsA,0,1,1,M1/M2,5.108,0.078,0.301,no_PS
OG0006662,RACK1,bsA1/bsA,0,1,1,M1/M2,0.004,0.998,1,no_PS
OG0007645,ARL6,bsA1/bsA,0,1,1,M1/M2,0,1,1,no_PS
OG0012407,DDX24,bsA1/bsA,21.283,0,0,M1/M2,3.213,0.201,0.635,PS_fg
OG0010222,RBBP6,bsA1/bsA,22.26,0,0,M1/M2,0.309,0.857,1,PS_fg
OG0006134,RFTN2,bsA1/bsA,11.188,0.001,0.002,M1/M2,1.763,0.414,1,PS_fg
OG0009409,BLZF1,bsA1/bsA,0,1,1,M1/M2,3.565,0.168,0.552,no_PS
OG0010766,ARFGAP2,bsA1/bsA,28.902,0,0,M1/M2,1.466,0.481,1,PS_fg
OG0007479,GIT2,bsA1/bsA,0,0.997,1,M1/M2,0,1,1,no_PS
OG0008288,HCAR1,bsA1/bsA,0.287,0.592,1,M1/M2,17.783,0,0.001,PS_bg
OG0009166,,bsA1/bsA,42.253,0,0,M1/M2,46.866,0,0,PS_fg_bg
OG0011265,CFAP100,bsA1/bsA,586.055,0,0,M1/M2,33.027,0,0,PS_fg_bg
